No,direction,svarAddr,routeName,telNo,serviceAreaCode,serviceAreaName,routeCode,serviceAreaCode2,maintenanceYn,truckSaYn,경도,위도,상태
23,춘천,강원도 원주시 신림면 금창리 500-55,중앙선,033-762-8030,A00029,치악(춘천)휴게소,550,218,0,0,128.047391666239,37.2562426583776,인근좌표
24,부산,충남 천안시 성거읍 요방리 121,경부선,041-557-4000,A00030,망향(부산)휴게소,10,13,1,0,127.180808591381,36.8553141406825,정좌표
25,부산,충북 청원군 옥산면 오산리 589-15,경부선,043-260-1053,A00032,옥산(부산)휴게소,10,21,1,1,127.369663669678,36.6580242742844,정좌표
26,서울,충남 천안시 구성동171,경부선,041-551-2480,A00033,천안삼거리(서울)휴게소,10,15,0,0,127.169541900582,36.7908240399855,인근좌표
27,부산,충남 천안시 수신면 신풍리 447-3,경부선,041-552-4560,A00034,천안호두(부산)휴게소,10,17,0,0,127.264205939346,36.7302118623442,정좌표
28,서울,충북 청원군 현도면 죽전리 314,경부선,043-260-8035,A00035,죽암(서울)휴게소,10,24,1,0,127.424359348195,36.501929476274,인근좌표
29,부산,충북 청주시 서원구 현도면 경부고속도로 289,경부선,043-269-0850,A00036,죽암(부산)휴게소,10,26,0,0,127.429191779429,36.4869660685183,정좌표
30,부산,충북 옥천군 동이면 조령리 568,경부선,043-731-2233,A00037,금강(부산)휴게소,10,34,1,0,127.67361613631,36.2798573382473,인근좌표
31,하남,충북 청원군 오창면 화산리 396-10,중부선,043-217-8303,A00038,오창(하남)휴게소,352,149,0,0,126.764578613899,36.0784726180267,인근좌표
32,남이,충북 청원군 오창면 화산리 395-15,중부선,043-217-1477,A00039,오창(남이)휴게소,352,150,0,0,128.352852031873,35.054861762217,정좌표
33,하남,충북 음성군 삼성면 양덕리 100-1,중부선,043-878-6403,A00040,음성(하남)휴게소,352,145,0,0,127.490563965251,37.0412167692869,정좌표
34,남이,충북 음성군 삼성면 용성리 산44,중부선,043-878-6410,A00041,음성(남이)휴게소,352,146,0,0,127.479976462535,37.0206747168518,정좌표
35,대전,충남 논산시 벌곡면 양산리124-1,호남선의 지선,041-734-5250,A00042,벌곡(대전)휴게소,2510,238,0,1,127.270456435265,36.2105005154298,정좌표
36,논산,충남 논산시 벌곡면 호남지선고속도로25,호남선의 지선,041-732-7694,A00043,벌곡(논산)휴게소,2510,240,0,0,127.273161348657,36.2183495605796,정좌표
37,천안,전북 익산시 여산면 호산리 24-1,호남선,063-836-5168,A00044,여산(천안)휴게소,251,118,0,0,127.114782746897,36.0483576153044,인근좌표
38,순천,전북 익산시 여산면 호산리 32-6,호남선,063-836-5280,A00045,여산(순천)휴게소,251,119,0,1,127.112063401147,36.0471513225524,인근좌표
39,서울,충북 옥천군 옥천읍 옥천동이로 242-34,경부선,043-731-8097,A00047,옥천(서울)휴게소,10,32,1,0,127.597573558064,36.297908861616,정좌표
40,서울,충북 영동군 황간면 회포리 114,경부선,043-742-7633,A00048,황간(서울)휴게소,10,38,0,0,127.853165346142,36.2494958931763,정좌표
41,부산,충북 영동군 황간면 회포리 103-2,경부선,043-742-5805,A00049,황간(부산)휴게소,10,36,0,0,127.853843683674,36.2525206073042,정좌표
42,서울,충남 천안시 서북구 입장면 연곡길 407,경부선,041-588-7868,A00050,입장거봉포도(서울)휴게소,10,11,1,1,127.189929427687,36.9427670948106,정좌표
43,천안,전북 정읍시 북면 하북1길 227-17,호남선,063-532-2373,A00051,정읍녹두장군(천안)휴게소,251,122,0,0,126.864620651434,35.5999451165227,정좌표
44,순천,전북 정읍시 북면 정신로 135-61,호남선,063-532-0510,A00052,정읍녹두장군(순천)휴게소,251,123,0,0,126.862183084075,35.601842536444,정좌표
45,순천,전남 광양시 진월면 신아리 1192-1,남해선,061-772-7993,A00053,섬진강(순천)휴게소,100,78,0,0,127.770385203958,34.9847112603748,정좌표
46,부산,전남 광양시 진월면 신아리 1192-1,남해선,061-772-7986,A00054,섬진강(부산)휴게소,100,77,0,0,127.770385203958,34.9847112603748,정좌표
47,순천,전남 순천시 주암면 고산리 252-2,호남선,061-754-4980,A00055,주암(순천)휴게소,251,134,0,0,127.264880220289,35.0760294141406,정좌표
48,천안,전남 곡성군 겸면 가정리 347,호남선,061-362-8300,A00056,곡성(천안)휴게소,251,130,0,0,127.153508115678,35.2593229737327,정좌표
49,대구,전북 남원시 아영면 아곡리 산83,광주대구선,063-636-7191,A00058,지리산(대구)휴게소,122,87,0,0,127.570031622346,35.4813199732287,인근좌표
50,광주,전북 남원시 아영면 아곡리 79-1,광주대구선,063-636-7195,A00059,지리산(광주)휴게소,122,88,0,0,127.573902798825,35.4781821753692,인근좌표
51,천안,전남 장성군 북일면 호남고속도로 108,호남선,061-394-5177,A00060,백양사(천안)휴게소,251,126,0,0,126.807367155196,35.3926438926354,정좌표
52,순천,전라남도 장성군 북이면 호남고속도로 107,호남선,061-394-9990,A00061,백양사(순천)휴게소,251,127,0,0,126.805408389167,35.3947458747752,정좌표
53,천안,전남 순천시 주암면 고산리 57-4,호남선,061-754-2432,A00062,주암(천안)휴게소,251,135,0,0,127.270153838649,35.0840004106672,인근좌표
54,순천,전남 곡성군 겸면 가정리 산96-6,호남선,061-363-2766,A00063,곡성(순천)휴게소,251,131,0,0,127.150339839699,35.2585734171616,정좌표
55,순천,전남 순천시 서면 비월리 산169-2,호남선,061-755-4982,A00064,순천(순천)휴게소,251,138,0,0,127.444424532882,35.0093052269502,정좌표
56,서울,경북 김천시 봉산면 광천리 737-1,경부선,054-439-3187,A00067,추풍령(서울)휴게소,10,42,1,1,128.003019760617,36.1997850464746,정좌표
57,부산,경북 김천시 봉산면 광천리 691,경부선,054-430-2000,A00068,추풍령(부산)휴게소,10,40,1,1,128.000502787151,36.20040745474,정좌표
58,서울,경북 칠곡군 왜관읍 아곡리 138,경부선,054-975-1883,A00069,칠곡(서울)휴게소,10,46,1,1,128.430612102129,36.0121963166942,정좌표
59,서울,경북 경산시 진량면 신상리 995-3,경부선,053-852-5243,A00070,경산(서울)휴게소,10,48,0,1,128.80917848267,35.8782799911289,인근좌표
60,부산,경북 경산시 진량읍 경부고속도로105,경부선,053-852-8651,A00071,평사(부산)휴게소,10,50,0,1,128.868886791339,35.8861042305449,정좌표
61,부산,경북 칠곡군 왜관읍 아곡리 경부고속도로159,경부선,054-975-2277,A00072,칠곡(부산)휴게소,10,44,0,1,128.428457131383,36.0196586381587,정좌표
62,대구,경남 거창군 가조면 도리 산181,광주대구선,055-943-9534,A00073,거창(대구)휴게소,122,83,0,0,128.057388607887,35.7084287313295,정좌표
63,광주,경남 거창군 가조면 가조가야로 1543-81,광주대구선,055-943-0992,A00074,거창(광주)휴게소,122,84,0,0,128.05663840925,35.7082566431943,정좌표
64,서울,경북 경주시 건천읍 금척리 683-2,경부선,054-751-7401,A00077,건천(서울)휴게소,10,52,0,0,129.10920194699,35.8320250218549,정좌표
65,부산,경북 경주시 건천읍 방내리 14,경부선,054-751-6890,A00078,건천(부산)휴게소,10,54,0,0,129.10948781503,35.8302855106363,정좌표
66,부산,경북 안동시 풍산읍 계평리 산547-6,중앙선,054-853-4370,A00079,안동(부산)휴게소,550,225,0,0,128.66176877435,36.5519506478365,인근좌표
67,춘천,경북 안동시 풍산읍 계평리 산128-2,중앙선,054-853-4061,A00080,안동(춘천)휴게소,550,226,0,0,128.643096072215,36.5516311394495,정좌표
68,부산,경북 군위군 군위읍 오곡리 산67-5,중앙선,054-383-6114,A00081,군위(부산)휴게소,550,229,0,0,128.575498363079,36.2651318812407,인근좌표
69,춘천,경북 군위군 군위읍 오곡리 산68-8,중앙선,054-383-7114,A00082,군위(춘천)휴게소,550,230,0,0,128.577413598153,36.2671754937531,인근좌표
70,서부산,경남 김해시 장유면 부곡리 53-1,남해제2지선,055-313-2610,A00083,장유(서부산)휴게소,1040,236,0,0,126.983461469319,37.7364207165462,정좌표
71,순천,경남 김해시 진영읍 하계로96번길 68,남해선,055-342-3959,A00084,진영(순천)휴게소,100,64,1,0,128.716115698953,35.2800942868302,정좌표
72,부산,경남 김해시 진영읍 우동리 하계로96번길 94-4,남해선,055-334-8700,A00085,진영(부산)휴게소,100,63,0,0,128.71746169164,35.2775550887734,정좌표
73,서울,울산광역시 울주군 언양읍 반곡리 966-14,경부선,052-263-6153,A00086,언양(서울)휴게소,10,57,0,1,129.142803305116,35.5986944865195,인근좌표
74,부산,울산광역시 울주군 언양읍 태기리 684-1,경부선,055-383-6145,A00088,언양(부산)휴게소,10,59,0,0,129.138082984741,35.5959082364924,정좌표
75,대구,대구광역시 달성군 현풍면 성하리 342,중부내륙선의 지선,053-615-0337,A00089,현풍(대구)휴게소,4510,243,0,0,128.436657940273,35.7022702578536,정좌표
76,창원,대구 달성군 현풍면 성하리 286,중부내륙선의 지선,053-614-2436,A00090,현풍(창원)휴게소,4510,244,0,0,128.433255161675,35.7020763964153,인근좌표
77,순천,경남 진주시 문산읍 소문리 968-2,남해선,055-761-2820,A00091,문산(순천)휴게소,100,71,0,0,128.152705629582,35.1712910569694,인근좌표
78,양평,경남 함안군 칠서면 계내리 35,중부내륙선,055-587-9656,A00094,칠서(양평)휴게소,450,179,1,1,128.496438782817,35.3709704308946,정좌표
79,순천,경남 사천시 곤양면 묵곡리 산171-31,남해선,055-854-3547,A00096,사천(순천)휴게소,100,74,0,0,127.982236272687,35.0893765337473,인근좌표
80,부산,경남 사천시 곤양면 서삼로 619,남해선,055-854-3134,A00097,사천(부산)휴게소,100,73,0,0,128.011333431913,35.0731167541815,정좌표
81,대전,경남 산청군 단성면 방목리 산71-7,통영대전선,055-973-5970,A00098,산청(대전)휴게소,351,165,0,0,127.938937665153,35.3319251912494,정좌표
82,통영,경남 산청군 단성면 방목리 산68-7,통영대전선,055-973-9036,A00099,산청(통영)휴게소,351,166,0,0,127.936892626548,35.332928889066,정좌표
83,인천,강원 평창군 용평면 탑거리길 63,영동선,033-333-6131,A00100,평창(인천)휴게소,500,186,0,0,128.462682125731,37.6103016970225,정좌표
84,강릉,강원도 평창군 용평면 이목정리 778-2,영동선,033-334-5100,A00101,평창(강릉)휴게소,500,188,0,0,128.454975993423,37.6056608098789,인근좌표
85,서울,대전시 대덕구 상서동 236-1,경부선,042-934-2442,A00102,신탄진(서울)휴게소,10,28,1,1,127.417987930297,36.4275079229112,정좌표
86,부산,충북 옥천군 옥천읍 매화리 236-16,경부선,043-731-8521,A00103,옥천(부산)휴게소,10,30,1,1,127.593859959187,36.2983436391311,인근좌표
87,대전,충남 금산군 군북면 대암길 34-30,통영대전선,041-754-9200,A00104,금산인삼랜드(대전)휴게소,351,153,0,0,127.497768239917,36.1545623406822,정좌표
88,통영,충남 금산군 군북면 외부리 718,통영대전선,041-751-2892,A00105,금산인삼랜드(통영)휴게소,351,154,0,0,127.496628000824,36.1526598669115,정좌표
89,통합,충남 당진군 신평면 매산리 513,서해안선,041-358-0702,A00106,행담도휴게소,150,341,1,0,126.806975822521,36.9451217557511,정좌표
90,부산,경북 경주시 내남면 경부고속도로 59,경부선,054-748-3195,A00107,경주(부산)휴게소,10,55,0,1,129.192345630626,35.7236400555754,정좌표
91,서울,충남 보령시 주교면 주교리 904-34,서해안선,041-931-6801,A00108,대천(서울)휴게소,150,102,1,0,126.557280543944,36.3756010161532,인근좌표
92,목포,충남 보령시 주교면 주교리 933-5,서해안선,041-931-6901,A00109,대천(목포)휴게소,150,103,1,0,126.556828766977,36.3721155182555,정좌표
93,인천,강원도 강릉시 성산면 보광리 산4-2,영동선,033-647-9970,A00110,강릉(인천)휴게소,500,182,0,0,128.806757454745,37.7590862817574,정좌표
94,강릉,강원도 강릉시 성산면 보광리 산273,영동선,033-648-8850,A00111,강릉(강릉)휴게소,500,181,0,0,128.803881743485,37.7591699369959,정좌표
95,부산,충청북도 단양군 적성면 기동리 산74-1,중앙선,043-423-5403,A00112,단양팔경(부산)휴게소,550,223,0,0,128.288658318057,36.9952230562913,정좌표
96,춘천,충청북도 단양군 단성면 하방리 56,중앙선,043-421-1673,A00113,단양팔경(춘천)휴게소,550,221,0,0,128.322833658657,36.9424568297751,정좌표
97,대전,전라북도 무주군 안성면 공진리 471,통영대전선,063-353-4200,A00114,덕유산(대전)휴게소,351,157,0,0,127.646374977312,35.8160316008036,정좌표
98,통영,전라북도 장수군 계북면 통영대전고속도로 147,통영대전선,063-353-5100,A00115,덕유산(통영)휴게소,351,158,0,0,127.642852706433,35.8125434406703,정좌표
99,서울,충청남도 서산시 해미면 삼송리 산46-2,서해안선,041-688-7714,A00116,서산(서울)휴게소,150,100,1,0,126.564148366163,36.7351731836987,인근좌표
100,목포,충청남도 서산시 해미면 삼송리 119,서해안선,041-688-8814,A00117,서산(목포)휴게소,150,98,1,0,126.565428133246,36.741121542709,정좌표
101,서울,전북 군산시 나포면 서해안고속도로 3182,서해안선,063-453-2818,A00118,군산(서울)휴게소,150,106,0,1,126.797525039508,36.0193290374529,인근좌표
102,목포,전라북도 군산시 성산면 산곡리 산1,서해안선,063-453-0402,A00119,군산(목포)휴게소,150,108,0,0,126.814900418363,35.9809375156609,정좌표
103,창원,경북 구미시 옥성면 대원리 31-3,중부내륙선,054-482-6031,A00120,선산(양평)휴게소,450,173,0,0,128.247443671084,36.2789304353426,정좌표
104,양평,경북 구미시 옥성면 대원리 85-1,중부내륙선,054-482-6011,A00121,선산(창원)휴게소,450,174,0,0,128.248965075864,36.276122485074,정좌표
105,서울,전북 고창군 고창읍 신월리 66-1,서해안선,063-561-6323,A00122,고창고인돌(서울)휴게소,150,112,0,1,126.681994063997,35.4514724921934,인근좌표
106,목포,전북 고창군 신림면 벽송리 557-10,서해안선,063-561-6313,A00123,고창고인돌(목포)휴게소,150,110,1,0,126.673920346491,35.4681539627757,정좌표
107,목포,전남 함평군 함평읍 장교리 산112-13,서해안선,061-323-3751,A00124,함평천지(목포)휴게소,150,117,0,0,126.478171601953,35.0697139511378,정좌표
108,서울,전라남도 함평군 손불면 죽암리 29-1,서해안선,061-323-3641,A00125,함평천지(서울)휴게소,150,115,0,0,126.482300785991,35.1295798717442,정좌표
109,서울,충북 청주시 흥덕구 옥산면 경부고속도로 318,경부선,043-237-1700,A00126,청주(서울)휴게소,10,19,0,1,127.366178009056,36.6636463665661,정좌표
110,창원,충북 충주시 중앙탑면 중부내륙고속도록 230-1,중부내륙선,043-857-9339,A00127,충주(양평)휴게소,450,169,0,1,127.858505732854,37.0256664424963,정좌표
111,양평,충북 충주시 가금면 용전리 산 50-3,중부내륙선,043-857-9229,A00128,충주(창원)휴게소,450,170,0,1,127.838038695556,37.0213637015577,정좌표
112,대전,경남 함양군 지곡면 보산리 278-6,"통영대전선,중부선",055-963-8001,A00129,함양(하남)휴게소,350,161,0,0,127.760428631584,35.5516657185728,정좌표
113,통영,경남 함양군 지곡면 보산리 산40-1,"통영대전선,중부선",055-963-6717,A00130,함양(통영)휴게소,350,162,0,0,127.758534400349,35.5511791980408,정좌표
114,부산,강원 춘천시 동내면 사암리 산112-1,중앙선,033-264-0500,A00131,춘천(부산)휴게소,550,211,0,0,127.769758884767,37.8167542959827,정좌표
115,서울,경남 양산시 동면 내송리788번지,경부선,055-384-0144,A00132,양산(서울)휴게소,10,62,0,0,129.054506721112,35.3239381337338,정좌표
116,춘천,경북 칠곡군 동명면 중앙고속도로 122,중앙선,054-977-6901,A00133,동명(춘천)휴게소,550,250,0,0,128.549142833722,36.0059855552754,정좌표
117,부산,경북 칠곡군 동명면 가천리 120-2,중앙선,054-977-6921,A00134,동명(부산)휴게소,550,249,0,0,128.546236955594,36.0079036879489,정좌표
118,속초,강원 강릉시 옥계면 도직리 산2-2,동해선,033-534-1700,A00135,옥계(속초)휴게소,650,301,0,0,129.061342165158,37.6158662516478,인근좌표
119,속초,강원 강릉시 구정면 동해고속도로 346,동해선,033-644-4760,A00136,구정(속초)휴게소,650,274,0,0,128.854338109819,37.7228969140258,정좌표
120,삼척,강원 강릉시 구정면 제비리 888,동해선,033-644-8345,A00137,구정(삼척)휴게소,650,267,0,0,128.851380483761,37.7222237549144,정좌표
121,서울,충남 홍성군 은하면 서해안고속도로 220,서해안선,041-642-1172,A00138,홍성(서울)휴게소,150,253,0,0,126.582325021631,36.5521016151172,정좌표
122,목포,충남 홍성군 은하면 금국리 292-3,서해안선,041-642-1151,A00139,홍성(목포)휴게소,150,254,0,0,126.579936190678,36.5520691651313,정좌표
123,포항,경북 영천시 임고면 금대리 103,대구포항선,054-338-0062,A00140,영천(포항)휴게소,207,258,0,1,129.045394387361,36.0512771001968,정좌표
124,대구,경북 영천시 임고면 금대리 99,대구포항선,054-338-0037,A00141,영천(대구)휴게소,207,257,0,1,129.046577674083,36.0518569285559,정좌표
125,대구,경북 영천시 청통면 우천리 산 160-4,대구포항선,054-337-5009,A00142,청통(대구)휴게소,207,293,0,0,128.858559462488,35.9935584489582,정좌표
126,포항,경북 경산시 와촌면 강학길 103,대구포항선,053-853-1002,A00143,와촌(포항)휴게소,207,294,0,0,128.775704921873,35.9518244703246,정좌표
127,창원,충북 괴산군 장연면 오가리 293-2,중부내륙선,043-832-7966,A00144,괴산(양평)휴게소,450,295,0,0,127.959964014984,36.8323153918314,정좌표
128,양평,충북 괴산군 장연면 오가리 103번지,중부내륙선,043-832-6594,A00145,괴산(창원)휴게소,450,303,0,0,127.958315545212,36.83130525899,정좌표
129,창원,경북 문경시 유곡동458,중부내륙선,054-554-1655,A00146,문경(양평)휴게소,450,268,1,1,128.152758995591,36.6198627896893,정좌표
130,양평,경북 문경시 유곡동 중부내륙고속도로173460,중부내륙선,054-554-1610,A00147,문경(창원)휴게소,450,273,0,1,128.115913322777,36.6883811403481,인근좌표
131,부산,강원 원주시 호저면 옥산리 211,중앙선,033-731-4291,A00148,원주(부산)휴게소,550,299,0,0,127.929551855538,37.433688313331,정좌표
132,춘천,강원 원주시 호저면 옥산리 219-1,중앙선,033-731-8194,A00149,원주(춘천)휴게소,550,300,0,0,127.932484573852,37.4340755040341,인근좌표
133,서울,충남 서천군 비인면 성산리 22-4,서해안선,041-952-9700,A00150,서천(서울)휴게소,150,261,0,0,126.62841896196,36.1322094942024,정좌표
134,목포,충남 서천군 비인면 서해안고속도로 169,서해안선,041-952-5757,A00151,서천(목포)휴게소,150,262,0,0,126.626449467429,36.1295487212841,정좌표
135,대전,경남 고성군 대가면 신전리 85번지,통영대전선,055-674-0494,A00152,고성공룡나라(대전)휴게소,351,289,0,0,128.251967565469,35.0560433493842,인근좌표
136,통영,경남 고성군 대가면 송계리 447-7번지,통영대전선,055-674-7028,A00153,고성공룡나라(통영)휴게소,351,288,0,1,128.262320212514,35.0526026912679,인근좌표
137,통합,경기 이천시 마장면 각평리 319,영동선,031-645-0001,A00154,덕평휴게소,500,292,0,0,127.388884884565,37.2406017754893,정좌표
138,광주,전남 함평군 엄다면 화양리 산10-3번지,무안광주선,061-324-8840,A00155,함평나비(광주)휴게소,121,269,0,0,126.512098640207,35.0389529606907,인근좌표
139,무안,전남 함평군 엄다면 화양리 1025-3번지,무안광주선,061-324-8858,A00156,함평나비(무안)휴게소,121,270,0,0,126.516396847356,35.0442579521478,인근좌표
140,청주,충북 보은군 마로면 적암길 56-18,당진영덕선,043-544-1466,A00157,속리산(청주)휴게소,300,279,0,0,127.869017015211,36.4477121262447,정좌표
141,양평,경북 성주군 선남면 명포리 880-5,중부내륙선,054-931-5741,A00158,남성주참외(창원)휴게소,450,277,0,1,128.316284572606,35.8686372075728,정좌표
142,영덕,경북 상주시 화서면 상용리 408,당진영덕선,054-531-1982,A00159,화서(영덕)휴게소,300,280,0,0,127.924277500332,36.4439938833493,정좌표
143,창원,경북 성주군 용암 면본리 428,중부내륙선,054-933-7105,A00160,남성주참외(양평)휴게소,450,278,0,1,128.304247176688,35.8350467794681,정좌표
144,익산,전북 진안군 진안읍 단양리 171-110,완주장수선,063-432-1380,A00161,진안마이산(익산)휴게소,205,285,0,0,127.42636850786,35.7769894610006,정좌표
145,장수,전북 진안군 진안읍 단양리 333-75,완주장수선,063-432-6350,A00162,진안마이산(장수)휴게소,205,286,0,0,127.424955553605,35.7748190058029,정좌표
146,서울,경북 김천시 농소면 신촌리 728-1,경부선,054-433-1523,A00163,김천(서울)휴게소,10,306,0,1,128.162115843943,36.1309512782042,정좌표
147,평택,경기 안성시 서운면 평택제천고속도로 41,평택제천선,031-673-3822,A00165,안성맞춤(평택)휴게소,400,331,0,0,127.274749520728,36.969905858279,정좌표
148,제천,경기 안성시 서운면 평택제천고속도로 40,평택제천선,031-674-4406,A00169,안성맞춤(제천)휴게소,400,333,0,0,127.273505310821,36.9682403240254,정좌표
149,대전,충남 공주시 장기면 송선리 320-3,당진영덕선,041-854-6060,A00170,공주(대전)휴게소,300,318,0,0,129.493494580332,35.8931569690978,정좌표
150,당진,충남 공주시 의당면 청룡리 65-16,당진영덕선,041-854-0050,A00171,공주(당진)휴게소,300,324,0,0,127.166997668569,36.4985527233956,정좌표
151,서천,충남 부여군 내산면 율암리 149-5,서천공주선,041-834-5600,A00172,부여백제(공주)휴게소,1510,320,0,0,126.801304486963,36.2599176817156,정좌표
152,공주,충남 부여군 내산면 율암리  134,서천공주선,041-833-5400,A00173,부여백제(서천)휴게소,1510,321,0,0,126.797945069116,36.2589104832921,정좌표
153,대전,충남 예산군 신양면 서계양리 662-28,당진영덕선,041-334-0094,A00174,예산(대전)휴게소,300,314,0,1,126.841653229541,36.6229890536114,인근좌표
154,당진,충남 예산군 신양면 서계양리 672-3,당진영덕선,041-335-0020,A00175,예산(당진)휴게소,300,316,0,1,126.844111586588,36.6206735750846,정좌표
155,서울,경기 시흥시 목감동 125,서해안선,031-411-0590,A00178,목감(서울)휴게소,150,326,0,0,126.867989776989,37.389885833571,정좌표
156,부산,경북 김천시 농소면 신촌리 730-2,경부선,054-435-0211,A00184,김천(부산)휴게소,10,342,0,1,128.16404875522,36.1297698585495,정좌표
157,부산,경남 진주시 남해고속도로 194,남해선,055-759-3205,A00185,진주(부산)휴게소,100,347,0,0,128.12358963736,35.1603300234207,정좌표
158,부산,경남 함안군 군북면 유현리 산 993-6,남해선,055-582-2191,A00186,함안(부산)휴게소,100,344,0,1,128.349049582991,35.3050036859642,인근좌표
159,순천,경남 함안군 군북면 유현리 산 993-1,남해선,055-582-5470,A00187,함안(순천)휴게소,100,348,0,0,128.349049582991,35.3050036859642,인근좌표
160,창원,경기 여주시 능서면 중부내륙고속도로 272,중부내륙선,031-884-9714,A00188,서여주(양평)휴게소,450,350,0,0,127.579880458936,37.2805666571136,정좌표
161,양평,경기 여주시 세종대왕면 중부내륙고속도로 271,중부내륙선,031-885-9760,A00189,서여주(창원)휴게소,450,351,0,0,127.578970786474,37.2776433956471,정좌표
162,천안,전북 완주군 이서면 호남고속도로 162,호남선,063-236-2592,A00190,이서(천안)휴게소,251,358,0,1,127.025788506967,35.8018439550904,정좌표
163,순천,전북 완주군 이서면 호남고속도로 161,호남선,063-227-4114,A00191,이서(순천)휴게소,251,355,0,1,127.023856061397,35.804121909297,정좌표
164,순천,전북 임실군 오수면 오산리 675-18,순천완주선,063-644-6116,A00193,오수(순천)휴게소,270,361,0,1,127.310327558707,35.5409638972116,정좌표
165,완주,전북 임실군 오수면 순천완주고속도로 74,순천완주선,063-644-5115,A00194,오수(완주)휴게소,270,360,0,1,127.311615863005,35.5402458399965,정좌표
166,순천,전남 순천시 황전면 선변리 560-7,순천완주선,061-782-1135,A00196,황전(순천)휴게소,270,364,0,0,127.45475616745,35.1484529490247,정좌표
167,완주,전남 순천시 황전면 선변리 595-7,순천완주선,061-782-1154,A00197,황전(완주)휴게소,270,365,0,0,127.45467418854,35.1534579591689,정좌표
168,일산,경기 구리시 사노동 170-13 구리고속도로휴게소,수도권제1순환선,031-529-3564,A00199,구리(일산)휴게소,1000,371,0,0,127.139206844116,37.6279069397517,정좌표
169,양평,경북 성주군 초전면 용봉리(중부내륙고속도로),중부내륙선,054-933-0800,A00221,성주(양평)휴게소,450,397,0,1,128.27241418422,36.0242586803453,인근좌표
